Name/Title,Phone,Web/Link,Email,Physical Address,Information/Details,Tags
Breckenridge Outdoor Education Center,970-453-6422,boec.org,,"boec@boec.org  524 Wellington Rd, Breckenridge, CO 80424","Outdoor learning experience for differently abled, those with a disability/special need; adaptive skiing and snowboard program, paddling great rivers, high ropes course, offers camps and retreats for individuals and custom group programs to anyone with any type of disability throught the calendar year, scholarships for participants with financial needs",Benefits; Education; Medical
Bridgestone/Firestone,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Bright by Three,303-433-6200,earlychildhoodframework.org,,"2605 Martin Luther King Blvd, Denver, CO, 80205","worked with parents and caregivers to enhance early childhood development, helping them create nurturing and responsive relationships and connecting them to valuable resources in their community. During 2018, Bright by Three collaborated with over 500 partner organizations to deliver our visitation and Bright by Text (BBT) programs",Veterans; Youth-and-Family
Bright Future Foundation,970-949-7086,https://mybrightfuture.org/,,"Avon, CO","24/7 crisis line, emergency shelter, housing program, behavioral health services, legal representation, youth advocacy & mentorship, sexual assault examination/forensic nurse support, & education",Education; LGBTQ; Legal; Medical; Unknown; Youth-and-Family
Brighter World,970-875-6984,,office@brighterworldcac.org,"465 Anglers Drive, Ste C Steamboat Springs 80487",Child advocacy for forensic interviews after traumatic (sometimes sexual) experiences,LGBTQ; Transportation; Youth-and-Family
British Airways,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Broadmoor Ridge Apt,719-602-4292,https://www.missionrockresidential.com/apartments/co/colorado-springs/broadmoor-ridge-apartment-homes/?utm_source=GBP&utm_medium=organic,,"3893 Westmeadow Dr, Colorado Springs, Co, 80906","Policy — Sex Offenses: ?, Violence Against Other Person: ?, Destruction of Property: ?, Controlled Substance: ?, Manuf cont sub: ?, Life-time sex offender registry: ?, Sex Crimes Last 5 Years: ?, On Any SO list: ?",Housing; Housing-Felon-Friendly
Brookings Research,202-540-7724,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice-changing-prisons-to-help-people-change/,,gsmedia@brookings.edu,Independent studies on prison life-tell your story,Legal; Medical
Brunswick Corp,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Bryson's Chase Foundation,,https://www.koaa.com/news/positively-colorado/mother-son-create-nonprofit-to-help-raise-funds-for-mental-health-resources,,,have health coaches and licensed clinicians that are going into the different school districts and seeing students and providing resilience-based services.,Education; Medical; Unknown; Youth-and-Family
Budget Rent a Car,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Buffalo Wild Wings,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Built For Zero,,https://login.builtforzero.org/,,NY NY,"An initiative where all homelessness is rare, unrepeated and swiftly prevented/mitigated, reached/successful in Douglas County",Housing
C3 Colorado Circular Communities,,coloradocircularcommunities.org,,,"Learning about Reusing, Reducing, Recycling programs",Education
Calhill Recovery Life,719-661-4181,,calhill4life@gmail.com,,"Sober Living/Halfway House Recovery Meetings, Sober Living/Halfway House",Housing; Medical
Call-a-Lawyer,719-473-6212,https://www.justicecentercos.org/call,,,Legal advice; Wednesdays 7-8:30 pm MDT,Legal
Calvary United Methodist Church,719-599-7250,http://www.calvary-umc.org/default.asp?sec_id=180006283,,4210 Austin Bluffs Pkwy,Ministry of Cars,Veterans
Calvin Klein,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Camelback Pointe Apt Homes,719-426-3854,https://colorado.weidner.com/apartments/co/colorado-springs/camelback-pointe/index.aspx?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,,"3630 Rialto Hts, Colorado Springs, CO, 80907","Policy — Sex Offenses: ?, Violence Against Other Person: ?, Destruction of Property: ?, Controlled Substance: ?, Manuf cont sub: ?, Life-time sex offender registry: ?, Sex Crimes Last 5 Years: ?, On Any SO list: ?",Housing; Housing-Felon-Friendly
Campbell Soups,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Candlewood Suites,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Canon City Colorado- CURE,,,,,Members from the Cañon City area are invited to attend Southern Colorado CURE meetings in Colorado Springs.,Rural
Canon USA,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Captain Dees,,,,,Job Leads,SO
Car Repair,,https://www.tre.org/wp-content/uploads/2017/01/Car-Repair-Resources-1.5.17.pdf,,,"Car repairs, all over Colorado",Rural
Care and Share,,careandshare.org,,,"Food bank that distributes food to the other local food banks and has a database of food banks, where they are, when they're open",Food; Native-Indigenous
Care Coordination,719-575-8998,https://www.elpasocountyhealth.org/appointments-adults-children-families/care-coordination-community-resources/,heacares@elpasoco.com,1675 W Garden of the Gods 80907,"Food, child care, behavioral health providers, transprot, housing, rent, utilities, pcp, medicaid app, food access, covid 19 info",Benefits; Food; Medical; Transportation; Youth-and-Family
Care House-thru Lutheran Family Services Rocky Mountains,719-227-7571,https://www.lfsrm.org/Visitation-Safe-Exchange,,"10/ East St Vrain St, Ste 21, Colorado Springs, CO 80903","Family Visitation, foster care, kpc respite center, safecare-parent suport, adoption, pregnancy options colorado, refugee and asylee, imigration legal services",Legal; Youth-and-Family
Care Options for Kids,,https://careoptionsforkids.com/,,,"Pediatric home care (from basic to medically complex care), pediatric therapy (speech, occupational, physical), school based services (hybrid, remote, in-person therapy), adult home care (personal, companion)",Education; Medical; Unknown; Youth-and-Family
Career Advance Colorado,303-620-4000,https://cccs.edu/press-releases/colorado-community-college-system-launches-free-training-for-in-demand-jobs/,,Denver CO 80230,"Might be defunct Free training for construction, education, early childhood education, firefighting, forestry, law enforcement, nursing, resource database",Education; Employment; Legal; Resource-Databases; Veterans; Youth-and-Family
Career Education Group,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Career Navigator,,https://ppld.org/career-navigator-services-ppld,,https://ppld.org/FIT,Career navigation looking for a new job/career,Employment
Career One High School,719-531-6333,https://pikespeak.careeronlinehs.org/how-it-works/,,https://ppld.org/cohs,Career Online High School (COHS) is an online high school diploma and career certification program funded by Pikes Peak Library District. Residents living within the Library District’s service area who have completed eighth grade and are age 18 or older are eligible to apply. Ready to get started?,Education; Elderly; Employment; Youth-and-Family
Career One Stop,,https://www.careeronestop.org/,,,"Employment Resource Job Search, Self Assessments, Explore Careers, Scholarship Finder, Career videos",Employment
Career Online High School,719-531-6333,https://ppld.org/cohs,,https://pikespeak.careeronlinehs.org/how-it-works/,Free online GED/high school diploma sign up page,Education; Employment; Youth-and-Family
Carl's Jr,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Carrier,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Cars 4 Christmas,,See cars for heroes,,,"car/vehicle for families, individual, people with disabilities, veterans",Transportation; Veterans
Cars for Charity Inc. (FreeCharitycars.org ),720-387-5124,http://www.carsforcharity.net/,amandagearhart@carsforcharity.net,"3478 Running Deer Dr, Castle Rock, CO 80109","Cars for Charity, Inc. is a Colorado 501(c)3 non-profit organization. The purpose and mission of Cars for Charity, Inc. is to act as an enabling entity for other non-profit organizations. Many non-profit organizations are unable to have an in-house vehicle donation program, because they financially are unable to spend the money required by the Colorado Department of Revenue to obtain a Dealer's License, bond and do not have the staff, time and expertise to manage an in-house program. Cars for Charity, Inc. eliminates these obstacles. Cars for Charity holds the Dealer's License, the motor vehicle bond, and brokers the donated vehicles to the appropriate facility for direct sale, auction or as scrap.",Benefits; Elderly; Medical; Rural; Transportation
Cars for heroes,,https://cars4heroes.org/; https://cars4heroes.org/contact-us/,,,"car/vehicles for Veterans, active-duty military, spouse of military, kid of vet/active-duty under 19, spouses of active/vet injured or handicapped in action",Transportation; Unknown; Veterans; Youth-and-Family
Cars for Homes,877-277-4344,https://www.habitat.org/support/donate-your-car?c1=GAW_SE_NW&source=USA_BRND&cr2=search__-__usa__-__brand&kw=cars_for_homes_habitat_exm&cr5=470943730056&cr7=c&gad_source=1&gad_campaignid=10435865255&gbraid=0AAAAAD_KcJ3MmvNFe0Ybc7z_3lZLrq5d2&gclid=Cj0KCQjw8eTFBhCXARIsAIkiuOwEvX4qPRWhvOR3BvrKTx_wc9ALZKv5jI68MriTOh7dXU0TpfPmRn0aAifIEALw_wcB,,,Donate cars for them to use to sell/scrap/etc to use the funds to help fund their causes,Medical
Casa de Paz,70-515-6732,http://www.casadepazcolorado.org/,,Denver/Aurora,"Offers reunification for those recently released from the Aurora ICE facility with families, assist asylum seekers, immigrants wth next steps in society",Benefits
Cases of Love,,https://www.facebook.com/CasesofLoveSuitCasesForFosterKids/?__cft__%5b0%5d=AZUe1oekhGUaul3ZlUVBpwbT4PD3xB2Z_skliwjjqanXeSxri786eKHZ9rGUNWWNTWbpO9YTMCgmLOp9VzCBA6iQ8vRi6vkdQjzaDvaYAxzVfcrEvMCfu7Z2CfzhuskTj5T83kBpqNbfsvQ5dmMD890qobT-QUPT23RLduGRWbRIgzEnY0m4ZrUsnZPOnPBGfcs&__tn__=kK-R,,Colorado Springs,Suitcases and duffel bags and unopened hygiene products school supplies for foster kids,Education; Veterans; Youth-and-Family
"Casio, Inc.",,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Catapult Learning,800-841-8730,,,info@catapultlearning.com,"Catapult Learning, a division of FullBloom, provides evidence-based intervention programs for students and professional development solutions for teachers in K-12 schools across the country. We partner with 500+ school districts to produce positive outcomes that promote academic and professional growth.",Education; Youth-and-Family
Caterpillar,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
